group_id,group_type,method,score_source,aggregation,rank,item_idx,movie_id,title,group_score,lambda_std,alpha_minority
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,6,2927,3578,Gladiator (2000),0.7187201380729675,0.0,
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,7,1000,1250,"Bridge on the River Kwai, The (1957)",0.7177233695983887,0.0,
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,8,952,1200,Aliens (1986),0.71368008852005,0.0,
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,9,1022,1272,Patton (1970),0.7110123634338379,0.0,
test_group_0001,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,10,1122,1387,Jaws (1975),0.7109096050262451,0.0,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,1,283,318,"Shawshank Redemption, The (1994)",-0.6396090984344482,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,2,2381,2905,Sanjuro (1962),-0.7269926071166992,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,3,1012,1262,"Great Escape, The (1963)",-0.7598410844802856,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,4,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),-0.7625206112861633,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,5,717,904,Rear Window (1954),-0.8510236740112305,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,6,1000,1250,"Bridge on the River Kwai, The (1957)",-1.008786678314209,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,7,1022,1272,Patton (1970),-1.0240081548690796,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,8,952,1200,Aliens (1986),-1.0380191802978516,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,9,622,745,"Close Shave, A (1995)",-1.0403497219085693,,
test_group_0001,homogeneous_cluster_0,mf_nash_welfare,mf,nash_welfare,10,1122,1387,Jaws (1975),-1.0440210103988647,,
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,1,283,318,"Shawshank Redemption, The (1994)",1.0,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,2,2381,2905,Sanjuro (1962),0.9956685900688171,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,3,1012,1262,"Great Escape, The (1963)",0.9940402507781982,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,4,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9939075112342834,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,5,717,904,Rear Window (1954),0.9895206093788147,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,6,1000,1250,"Bridge on the River Kwai, The (1957)",0.9817004799842834,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,7,1022,1272,Patton (1970),0.9809460639953613,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,8,952,1200,Aliens (1986),0.9802514910697937,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,9,622,745,"Close Shave, A (1995)",0.980135977268219,,2.0
test_group_0001,homogeneous_cluster_0,mf_dbscan_minority_nash,mf,dbscan_minority_nash,10,1122,1387,Jaws (1975),0.9799540042877197,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,1,1543,1957,Chariots of Fire (1981),0.991340696811676,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,2,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9894235730171204,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,3,2225,2731,"400 Blows, The (Les Quatre cents coups) (1959)",0.9377179741859436,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,4,975,1223,"Grand Day Out, A (1992)",0.9364684224128723,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,5,841,1046,Beautiful Thing (1996),0.9257990717887878,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,6,1870,2329,American History X (1998),0.9210190773010254,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,7,996,1246,Dead Poets Society (1989),0.9183581471443176,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,8,283,318,"Shawshank Redemption, The (1994)",0.912606954574585,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,9,2725,3338,For All Mankind (1989),0.9117646813392639,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_average,rating_user_knn,average,10,2390,2918,Ferris Bueller's Day Off (1986),0.9092567563056946,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,1,1543,1957,Chariots of Fire (1981),0.9740222096443176,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,2,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9682707786560059,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,3,283,318,"Shawshank Redemption, The (1994)",0.899124264717102,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,4,1870,2329,American History X (1998),0.8947368860244751,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,5,580,669,Aparajito (1956),0.8946923017501831,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,6,2390,2918,Ferris Bueller's Day Off (1986),0.8758304715156555,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,7,735,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0.8700283765792847,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,8,3214,3916,Remember the Titans (2000),0.8694353103637695,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,9,2725,3338,For All Mankind (1989),0.8676470518112183,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_least_misery,rating_user_knn,least_misery,10,1865,2324,Life Is Beautiful (La Vita è bella) (1997),0.8652197122573853,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,1,1543,1957,Chariots of Fire (1981),0.991340696811676,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,2,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9894235730171204,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,3,2225,2731,"400 Blows, The (Les Quatre cents coups) (1959)",0.9377179741859436,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,4,975,1223,"Grand Day Out, A (1992)",0.9364684224128723,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,5,841,1046,Beautiful Thing (1996),0.9257990717887878,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,6,1870,2329,American History X (1998),0.9210190773010254,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,7,996,1246,Dead Poets Society (1989),0.9183581471443176,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,8,283,318,"Shawshank Redemption, The (1994)",0.912606954574585,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,9,2725,3338,For All Mankind (1989),0.9117646813392639,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_tuned_fairness,rating_user_knn,tuned_fairness,10,2390,2918,Ferris Bueller's Day Off (1986),0.9092567563056946,0.0,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,1,1543,1957,Chariots of Fire (1981),-0.026318226009607315,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,2,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),-0.032240547239780426,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,3,2225,2731,"400 Blows, The (Les Quatre cents coups) (1959)",-0.20056164264678955,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,4,975,1223,"Grand Day Out, A (1992)",-0.20581160485744476,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,5,1870,2329,American History X (1998),-0.24751782417297363,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,6,841,1046,Beautiful Thing (1996),-0.2518005669116974,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,7,996,1246,Dead Poets Society (1989),-0.26322054862976074,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,8,283,318,"Shawshank Redemption, The (1994)",-0.2749019265174866,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,9,2725,3338,For All Mankind (1989),-0.2839372456073761,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_nash_welfare,rating_user_knn,nash_welfare,10,2390,2918,Ferris Bueller's Day Off (1986),-0.28695884346961975,,
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,1,1543,1957,Chariots of Fire (1981),1.0,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,2,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9996533393859863,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,3,2225,2731,"400 Blows, The (Les Quatre cents coups) (1959)",0.9898009300231934,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,4,975,1223,"Grand Day Out, A (1992)",0.9894935488700867,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,5,1870,2329,American History X (1998),0.9870523810386658,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,6,841,1046,Beautiful Thing (1996),0.9868017435073853,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,7,996,1246,Dead Poets Society (1989),0.986133337020874,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,8,283,318,"Shawshank Redemption, The (1994)",0.985449492931366,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,9,2725,3338,For All Mankind (1989),0.9849206209182739,,2.0
test_group_0001,homogeneous_cluster_0,rating_user_knn_dbscan_minority_nash,rating_user_knn,dbscan_minority_nash,10,2390,2918,Ferris Bueller's Day Off (1986),0.9847438335418701,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,1,2381,2905,Sanjuro (1962),0.9558570981025696,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,2,717,904,Rear Window (1954),0.9434521794319153,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,3,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9369965195655823,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,4,283,318,"Shawshank Redemption, The (1994)",0.9050316214561462,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,5,1012,1262,"Great Escape, The (1963)",0.8745563626289368,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,6,622,745,"Close Shave, A (1995)",0.8497890830039978,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,7,1000,1250,"Bridge on the River Kwai, The (1957)",0.8457915782928467,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,8,946,1193,One Flew Over the Cuckoo's Nest (1975),0.841761589050293,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,9,263,296,Pulp Fiction (1994),0.8137124180793762,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_average,hybrid_mf_bayes,average,10,1022,1272,Patton (1970),0.8071196675300598,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,1,717,904,Rear Window (1954),0.9271320700645447,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,2,2381,2905,Sanjuro (1962),0.8959673643112183,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,3,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.8459224104881287,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,4,622,745,"Close Shave, A (1995)",0.78281170129776,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,5,946,1193,One Flew Over the Cuckoo's Nest (1975),0.7574842572212219,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,6,1022,1272,Patton (1970),0.7428604960441589,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,7,1000,1250,"Bridge on the River Kwai, The (1957)",0.7398707866668701,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,8,2833,3468,"Hustler, The (1961)",0.7214800715446472,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,9,283,318,"Shawshank Redemption, The (1994)",0.7150948643684387,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_least_misery,hybrid_mf_bayes,least_misery,10,743,930,Notorious (1946),0.6887839436531067,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,1,2381,2905,Sanjuro (1962),0.9558570981025696,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,2,717,904,Rear Window (1954),0.9434521794319153,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,3,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9369965195655823,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,4,283,318,"Shawshank Redemption, The (1994)",0.9050316214561462,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,5,1012,1262,"Great Escape, The (1963)",0.8745563626289368,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,6,622,745,"Close Shave, A (1995)",0.8497890830039978,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,7,1000,1250,"Bridge on the River Kwai, The (1957)",0.8457915782928467,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,8,946,1193,One Flew Over the Cuckoo's Nest (1975),0.841761589050293,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,9,263,296,Pulp Fiction (1994),0.8137124180793762,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_tuned_fairness,hybrid_mf_bayes,tuned_fairness,10,1022,1272,Patton (1970),0.8071196675300598,0.0,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,1,2381,2905,Sanjuro (1962),-0.13847114145755768,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,2,717,904,Rear Window (1954),-0.1751139760017395,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,3,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),-0.20274779200553894,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,4,283,318,"Shawshank Redemption, The (1994)",-0.33533671498298645,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,5,1012,1262,"Great Escape, The (1963)",-0.4585226774215698,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,6,622,745,"Close Shave, A (1995)",-0.4931933283805847,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,7,1000,1250,"Bridge on the River Kwai, The (1957)",-0.5254145860671997,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,8,946,1193,One Flew Over the Cuckoo's Nest (1975),-0.5259373784065247,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,9,1022,1272,Patton (1970),-0.6487977504730225,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_nash_welfare,hybrid_mf_bayes,nash_welfare,10,263,296,Pulp Fiction (1994),-0.6576997637748718,,
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,1,2381,2905,Sanjuro (1962),1.0,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,2,717,904,Rear Window (1954),0.9975695610046387,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,3,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.9957366585731506,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,4,283,318,"Shawshank Redemption, The (1994)",0.9869422316551208,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,5,1012,1262,"Great Escape, The (1963)",0.978771448135376,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,6,622,745,"Close Shave, A (1995)",0.9764717817306519,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,7,1000,1250,"Bridge on the River Kwai, The (1957)",0.9743345975875854,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,8,946,1193,One Flew Over the Cuckoo's Nest (1975),0.974299967288971,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,9,1022,1272,Patton (1970),0.9661507606506348,,2.0
test_group_0001,homogeneous_cluster_0,hybrid_mf_bayes_dbscan_minority_nash,hybrid_mf_bayes,dbscan_minority_nash,10,263,296,Pulp Fiction (1994),0.9655603170394897,,2.0
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,1,479,527,Schindler's List (1993),0.9148193001747131,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,2,2381,2905,Sanjuro (1962),0.9016546607017517,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,3,622,745,"Close Shave, A (1995)",0.8889128565788269,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,4,959,1207,To Kill a Mockingbird (1962),0.8567693829536438,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,5,47,50,"Usual Suspects, The (1995)",0.8378682732582092,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,6,1012,1262,"Great Escape, The (1963)",0.8356642723083496,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,7,1605,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.8312568664550781,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,8,743,930,Notorious (1946),0.8022856712341309,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,9,913,1148,"Wrong Trousers, The (1993)",0.7902412414550781,,
test_group_0002,homogeneous_cluster_0,mf_average,mf,average,10,2484,3030,Yojimbo (1961),0.7884170413017273,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,1,479,527,Schindler's List (1993),0.848831832408905,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,2,622,745,"Close Shave, A (1995)",0.84673672914505,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,3,2381,2905,Sanjuro (1962),0.8100407123565674,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,4,47,50,"Usual Suspects, The (1995)",0.8010175824165344,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,5,1012,1262,"Great Escape, The (1963)",0.754637598991394,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,6,913,1148,"Wrong Trousers, The (1993)",0.7402514815330505,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,7,1870,2329,American History X (1998),0.733770489692688,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,8,2833,3468,"Hustler, The (1961)",0.7281011343002319,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,9,975,1223,"Grand Day Out, A (1992)",0.7246429920196533,,
test_group_0002,homogeneous_cluster_0,mf_least_misery,mf,least_misery,10,2278,2788,And Now for Something Completely Different (1971),0.7198381423950195,,
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,1,479,527,Schindler's List (1993),0.9148193001747131,0.0,
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,2,2381,2905,Sanjuro (1962),0.9016546607017517,0.0,
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,3,622,745,"Close Shave, A (1995)",0.8889128565788269,0.0,
test_group_0002,homogeneous_cluster_0,mf_tuned_fairness,mf,tuned_fairness,4,959,1207,To Kill a Mockingbird (1962),0.8567693829536438,0.0,
